iter	RMSE
617	8802.743131
618	8790.472653
619	8781.502284
620	8771.359636
621	8770.719832
622	8760.007229
623	8756.342629
624	8747.502497
625	8733.513356
626	8726.045289
627	8717.219209
628	8704.813609
629	8698.106581
630	8690.973843
631	8681.028777
632	8672.088553
633	8660.330519
634	8652.321284
635	8640.976922
636	8640.388386
637	8630.637574
638	8619.926167
639	8608.984277
640	8597.501718
641	8587.945404
642	8577.991027
643	8570.283842
644	8558.241634
645	8542.720135
646	8538.394437
647	8537.73332
648	8528.697564
649	8516.842143
650	8509.018153
651	8506.657137
652	8488.316719
653	8477.819029
654	8467.16458
655	8454.197338
656	8448.060018
657	8438.549519
658	8419.992261
659	8418.359144
660	8404.914116
661	8396.641938
662	8394.415776
663	8388.058691
664	8381.647546
665	8374.970354
666	8359.275373
667	8341.16761
668	8334.484927
669	8321.831822
670	8306.049838
671	8289.471621
672	8279.682331
673	8268.720213
674	8257.132305
675	8242.630092
676	8229.690485
677	8218.077817
678	8213.590943
679	8204.481958
680	8197.30717
681	8188.782266
682	8181.026627
683	8174.78645
684	8165.81352
685	8154.8254
686	8148.932445
687	8138.108501
688	8123.341103
689	8119.083562
690	8111.528166
691	8102.874456
692	8092.56696
693	8087.874962
694	8080.681344
695	8071.197427
696	8064.755421
697	8051.245409
698	8037.200091
699	8027.015502
700	8020.738788
701	8015.424106
702	8003.571276
703	7994.544088
704	7991.531177
705	7983.000014
706	7974.755101
707	7966.175919
708	7960.918708
709	7953.965473
710	7946.623987
711	7937.219306
712	7931.196524
713	7924.794609
714	7912.37154
715	7906.964854
716	7894.034092
717	7876.516918
718	7871.098034
719	7858.546515
720	7848.024144
721	7838.104587
722	7825.289894
723	7824.026988
724	7815.651435
725	7804.995451
726	7795.311374
727	7788.322228
728	7776.069758
729	7766.922747
730	7753.299419
731	7743.442949
732	7734.433907
733	7721.029636
734	7720.059396
735	7710.83532
736	7699.81019
737	7687.83444
738	7678.583443
739	7666.89567
740	7654.862508
741	7645.016047
742	7638.097488
743	7630.156248
744	7622.596051
745	7611.191142
746	7609.808369
747	7601.551778
748	7593.630857
749	7584.572779
750	7573.638732
751	7566.608551
752	7552.584432
753	7548.25917
754	7547.438773
755	7543.076103
756	7529.81715
757	7522.228932
758	7512.351813
759	7506.665741
760	7498.388134
761	7491.11083
762	7484.557546
763	7478.620342
764	7477.816862
765	7466.943994
766	7459.964265
767	7453.304292
768	7444.846032
769	7441.289079
770	7434.196541
771	7425.667558
772	7415.95283
773	7406.470639
774	7393.377007
775	7383.108186
776	7377.594809
777	7369.622005
778	7365.348432
779	7356.560864
780	7350.542841
781	7340.451694
782	7328.01342
783	7313.655123
784	7312.429285
785	7300.858932
786	7292.534216
787	7286.18196
788	7282.031852
789	7280.077854
790	7270.872481
791	7262.354128
792	7254.923773
793	7250.89668
794	7242.635032
795	7237.793489
796	7226.737536
797	7222.61443
798	7214.272597
799	7208.454783
800	7203.216757
801	7192.326257
802	7186.449293
803	7181.726274
804	7180.112052
805	7178.939405
806	7175.298371
807	7166.911091
808	7160.306323
809	7146.563049
810	7131.707625
811	7121.214146
812	7112.615673
813	7104.695084
814	7096.362551
815	7088.310298
816	7081.558506
817	7072.38939
818	7064.257788
819	7057.460964
820	7051.275215
821	7046.940279
822	7041.481068
823	7034.818715
824	7030.19859
825	7019.029389
826	7012.391079
827	7005.248982
828	6997.96271
829	6990.109087
830	6983.362562
831	6971.529583
832	6960.738575
833	6950.614905
834	6939.593589
835	6929.860322
836	6922.413856
837	6913.794891
838	6909.673289
839	6902.18974
840	6894.925588
841	6889.593577
842	6888.911564
843	6880.04747
844	6870.09664
845	6859.325037
846	6848.000528
847	6837.154527
848	6828.508643
849	6820.333105
850	6813.847653
851	6808.336178
852	6797.312667
853	6794.34047
854	6791.500429
855	6788.236927
856	6779.71365
857	6771.004657
858	6764.918926
859	6757.534341
860	6753.940338
861	6742.827357
862	6736.993269
863	6734.206928
864	6723.872857
865	6715.992769
866	6709.054559
867	6702.874106
868	6697.29678
869	6688.374673
870	6683.961622
871	6675.548818
872	6666.566478
873	6659.210095
874	6651.278907
875	6637.172385
876	6626.96604
877	6621.74097
878	6615.387322
879	6610.746253
880	6603.285744
881	6597.547403
882	6590.716775
883	6583.635472
884	6575.138001
885	6564.79903
886	6555.903369
887	6552.717793
888	6546.968203
889	6544.862545
890	6542.289903
891	6533.963752
892	6524.977208
893	6518.435304
894	6508.874489
895	6499.909526
896	6486.420998
897	6484.52848
898	6476.091286
899	6464.054129
900	6460.803967
901	6453.755646
902	6446.048286
903	6436.394011
904	6429.763975
905	6422.487621
906	6416.540471
907	6408.954693
908	6399.49802
909	6393.794347
910	6386.362914
911	6380.172941
912	6373.094035
913	6361.704317
914	6353.149071
915	6349.882152
916	6345.95863
917	6336.20105
918	6330.689178
919	6318.58035
920	6311.707847
921	6299.333627
922	6291.536937
923	6287.451303
924	6286.925553
925	6275.480769
926	6268.486837
927	6261.876629
928	6258.306048
929	6251.032667
930	6244.953016
931	6233.447756
932	6226.176567
933	6225.688638
934	6213.787686
935	6208.315995
936	6200.29861
937	6196.178095
938	6190.634159
939	6183.445842
940	6178.927439
941	6169.718338
942	6157.068895
943	6152.013765
944	6144.854488
945	6140.339505
946	6133.49159
947	6126.436196
948	6114.434948
949	6104.938779
950	6099.380292
951	6094.228598
952	6088.453608
953	6080.466462
954	6075.46976
955	6070.210232
956	6061.300881
957	6055.584226
958	6054.14503
959	6049.468032
960	6040.80183
961	6034.513987
962	6028.076661
963	6018.267127
964	6010.421135
965	6007.991457
966	5995.413531
967	5989.663311
968	5986.525962
969	5982.77963
970	5979.469239
971	5968.389698
972	5962.198655
973	5957.401235
974	5949.506277
975	5940.448742
976	5936.896919
977	5930.329272
978	5927.301676
979	5921.840843
980	5918.569724
981	5912.486034
982	5908.876882
983	5903.794117
984	5895.110684
985	5889.183589
986	5888.423098
987	5882.016309
988	5876.647729
989	5868.711252
990	5861.99761
991	5857.374357
992	5853.589512
993	5845.463018
994	5839.773478
995	5834.433501
996	5826.670962
997	5820.024157
998	5813.202436
999	5807.594809
