iter	Logloss
167	0.3972723825
168	0.3971039489
169	0.396806654
170	0.3966675224
171	0.396476536
172	0.3962513431
173	0.3960910839
174	0.3959542159
175	0.3956554119
176	0.3955468817
177	0.3953693096
178	0.3950345385
179	0.3949438242
180	0.3947560237
181	0.3944720593
182	0.3942980085
183	0.3940864395
184	0.3939610995
185	0.3937261393
186	0.3934124119
187	0.3933531373
188	0.3931591327
189	0.3929661342
190	0.3927283235
191	0.3925349057
192	0.3923061077
193	0.3920753395
194	0.3917803922
195	0.391603365
196	0.3913616558
197	0.3911146227
198	0.3909674005
199	0.3907068274
200	0.3905316866
201	0.3903587257
202	0.3901451027
203	0.3899681175
204	0.3898254646
205	0.389658079
206	0.3894977779
207	0.3893695035
208	0.3891499278
209	0.3889629657
210	0.38874448
211	0.3884553176
212	0.3884029598
213	0.3881933191
214	0.3880503728
215	0.3878853766
216	0.3878086635
217	0.3877593659
218	0.3876460149
219	0.3873913943
220	0.3872402317
221	0.3869385772
222	0.386768383
223	0.3867262117
224	0.3864945213
225	0.3863775232
226	0.3861560193
227	0.3860411592
228	0.3858196971
229	0.3855502789
230	0.3853667961
231	0.3851115049
232	0.3849421071
233	0.3848394038
234	0.3848022629
235	0.3847735898
236	0.3845843221
237	0.384453784
238	0.3843515417
239	0.3842189915
240	0.3840487134
241	0.3838158073
242	0.3837128105
243	0.3835657979
244	0.3833781232
245	0.3831607693
246	0.3829756517
247	0.3826877887
248	0.3824276767
249	0.3822555542
250	0.381890517
251	0.3815956954
252	0.3814486828
253	0.3812348083
254	0.3809826191
255	0.3807998909
256	0.3806543036
257	0.3804354825
258	0.3801947793
259	0.3799365117
260	0.3797335363
261	0.3795962072
262	0.3794585008
263	0.3792314634
264	0.3789607457
265	0.3788596352
266	0.3785976787
267	0.3784383837
268	0.3781848949
269	0.3780831138
270	0.3777635176
271	0.3776022523
272	0.3774050618
273	0.3772700802
274	0.3770787166
275	0.3767686781
276	0.3765688047
277	0.3765262981
278	0.3763275146
279	0.3760585995
280	0.3757950919
281	0.375557365
282	0.3753030798
283	0.3749690632
284	0.3748796484
285	0.3746595278
286	0.3744985559
287	0.3743051801
288	0.3742510617
289	0.3741193499
290	0.3739840329
291	0.3737986638
292	0.3736121209
293	0.3734601199
294	0.3733316359
295	0.3731163779
296	0.3729672694
297	0.3728531219
298	0.3727170085
299	0.3726213057
300	0.372258616
301	0.371947278
302	0.3717970796
303	0.3715546157
304	0.371485532
305	0.3711842967
306	0.3710379967
307	0.3709229689
308	0.3707021357
309	0.3703331581
310	0.370112199
311	0.3696172945
312	0.3694260985
313	0.3691997318
314	0.3690618578
315	0.3688858368
316	0.368775504
317	0.3684514643
318	0.3683556358
319	0.3680310092
320	0.3678589706
321	0.3677145989
322	0.36760959
323	0.3672039745
324	0.3670837067
325	0.3668403625
326	0.3667055067
327	0.3665842748
328	0.3663309957
329	0.3660442646
330	0.3657767746
331	0.3656246479
332	0.3654897501
333	0.3652796483
334	0.3651052202
335	0.3649673043
336	0.3648230165
337	0.3647268107
338	0.3644924373
339	0.3641579597
340	0.3640545017
341	0.3639709976
342	0.3638640184
343	0.3636012654
344	0.3634790274
345	0.3633344042
346	0.3630895929
347	0.3628964686
348	0.3626452016
349	0.3625173045
350	0.3622189197
351	0.3620977297
352	0.3619587657
353	0.3617412861
354	0.3615358374
355	0.3614568606
356	0.3613444318
357	0.3612397582
358	0.3612265534
359	0.3611148373
360	0.3608417721
361	0.3605773842
362	0.3603909671
363	0.3602219466
364	0.360179985
365	0.3600615617
366	0.3599773449
367	0.3597639314
368	0.3595077598
369	0.3592464321
370	0.3590839093
371	0.3588951865
372	0.3588112632
373	0.3585667872
374	0.3584229186
375	0.3581922342
376	0.3581060892
377	0.3578652183
378	0.3576430017
379	0.3573625166
380	0.3571522472
381	0.3568857214
382	0.35669943
383	0.3565027426
384	0.3564140404
385	0.356195345
386	0.3560138744
387	0.3559039608
388	0.3556414175
389	0.3554426759
390	0.3551619813
391	0.3550721892
392	0.3548493019
393	0.3546860244
394	0.3545066917
395	0.3544344221
396	0.3543168791
397	0.3539514227
398	0.3538534982
399	0.3537162529
400	0.3536381983
401	0.353420048
402	0.3533654685
403	0.3533373822
404	0.3532251211
405	0.3531007872
406	0.3530841869
407	0.3529426659
408	0.3525697058
409	0.3524678408
410	0.3522732913
411	0.3520793705
412	0.3518784911
413	0.3518112518
414	0.3515598591
415	0.3513646388
416	0.3512320676
417	0.3510042337
418	0.3507774688
419	0.3505389874
420	0.3503489232
421	0.3502906129
422	0.350141169
423	0.3500833616
424	0.3499937791
425	0.3496931516
426	0.3494680216
427	0.3491545667
428	0.3489710001
429	0.3487160232
430	0.3485125867
431	0.3483847105
432	0.3481803726
433	0.3479979588
434	0.3479629349
435	0.3477796617
436	0.3476152944
437	0.3475090698
438	0.3474002251
439	0.3472936861
440	0.3471006666
441	0.3468799381
442	0.3467526698
443	0.3465855148
444	0.3464308938
445	0.3462970231
446	0.3462186331
447	0.3461263258
448	0.3458845746
449	0.3457688132
450	0.3456219684
451	0.3455264333
452	0.3453424684
453	0.3450740772
454	0.3449279869
455	0.3448046171
456	0.3446993775
457	0.3445860894
458	0.3444358281
459	0.344279698
460	0.3439630152
461	0.3437502096
462	0.3435235914
463	0.3432849842
464	0.3432000129
465	0.3430115417
466	0.3429227347
467	0.3428199684
468	0.3427150014
469	0.3427059886
470	0.3426121513
471	0.3424393581
472	0.3423998906
473	0.3422878182
474	0.3422156743
475	0.3419310182
476	0.3418252547
477	0.341800019
478	0.3416624593
479	0.3415389009
480	0.341465688
481	0.3412177746
482	0.3409644745
483	0.3408097906
484	0.3405769684
485	0.3403851017
486	0.3401871985
487	0.3400848305
488	0.3398798639
489	0.3396686302
490	0.3394538963
491	0.3392568945
492	0.339125497
493	0.3389927791
494	0.3389073466
495	0.3388493087
496	0.3387531448
497	0.3385287903
498	0.338421371
499	0.3381693494
500	0.3380909595
501	0.3379892203
502	0.3378923437
503	0.3378670032
504	0.3377315815
505	0.3374666906
506	0.3373054043
507	0.337238186
508	0.3370497148
509	0.336823935
510	0.3366584359
511	0.3365066654
512	0.3363199758
513	0.3361343551
514	0.3360262441
515	0.3357963981
516	0.3357644134
517	0.3355565752
518	0.3353542705
519	0.3350614611
520	0.3348761967
521	0.334799253
522	0.3346970736
523	0.3346103836
524	0.3345448001
525	0.334503069
526	0.3344632243
527	0.3342141162
528	0.3340955671
529	0.3339263371
530	0.3337896997
531	0.3335518051
532	0.3334692022
533	0.3333140363
534	0.3330304072
535	0.3329364441
536	0.3327330076
537	0.3325659993
538	0.332357218
539	0.3321813227
540	0.3319934803
541	0.331928882
542	0.3317007547
543	0.3314771967
544	0.331358438
545	0.3313343342
546	0.3313001696
547	0.33107898
548	0.3308794629
549	0.3306785416
550	0.3306105897
551	0.3304675176
552	0.3303805131
553	0.3303139446
554	0.3300628453
555	0.3298974928
556	0.3297655504
557	0.3295974312
558	0.3294671446
559	0.3293219765
560	0.3291361044
561	0.3288562062
562	0.3286141616
563	0.3285180605
564	0.3284584926
565	0.3283409496
566	0.3281192989
567	0.3279238481
568	0.3277838152
569	0.3276597327
570	0.3274443071
571	0.3273255484
572	0.3272367205
573	0.3271261362
574	0.3270618732
575	0.3269773211
576	0.3268512684
577	0.3268014677
578	0.3266062475
579	0.3265528207
580	0.3264901088
581	0.3262904241
582	0.3261999612
583	0.3260625064
584	0.3258949531
585	0.3257723798
586	0.3257684393
587	0.3257198753
588	0.3256797791
589	0.3255579603
590	0.3254032764
591	0.3252295819
592	0.3252031515
593	0.3251180125
594	0.3248892354
595	0.3248394557
596	0.3247906612
597	0.3247604789
598	0.3247101962
599	0.3246851072
600	0.3245260427
601	0.3244542761
602	0.3243433774
603	0.3243173033
604	0.3241652185
605	0.3239866403
606	0.3239577996
607	0.3238010826
608	0.323690645
609	0.3235749046
610	0.3233796633
611	0.3232138078
612	0.3230795179
613	0.3228933104
614	0.3228431953
615	0.3225633391
616	0.3223721431
617	0.3223162221
618	0.3220484388
619	0.3218906528
620	0.3217361576
621	0.3216150724
622	0.3214932536
623	0.3213764861
624	0.3211825444
625	0.3210805117
626	0.3208644154
627	0.3207634727
628	0.3206867595
629	0.3206503522
630	0.3205667433
631	0.3204624469
632	0.3204312167
633	0.3204128559
634	0.3203107813
635	0.3201609811
636	0.3200233795
637	0.3199148492
638	0.3197256864
639	0.3195390806
640	0.3194172409
641	0.3192639613
642	0.3191282251
643	0.31901653
644	0.3188996996
645	0.3188819256
646	0.3188203665
647	0.3187095097
648	0.3186514718
649	0.3185073936
650	0.3183803349
651	0.3182748019
652	0.3180204538
653	0.3179583288
654	0.3178597335
655	0.3178069356
656	0.3177315848
657	0.3176551232
658	0.3174669454
659	0.3173361139
660	0.3172347729
661	0.3171368064
662	0.3170344803
663	0.3168651874
664	0.3167623583
665	0.3166297661
666	0.3164403098
667	0.3163439782
668	0.3161943037
669	0.3160080753
670	0.3159445459
671	0.315748047
672	0.3156287225
673	0.3154779791
674	0.3153404404
675	0.315174501
676	0.3151069264
677	0.3149938479
678	0.3149151226
679	0.3148768918
680	0.3147305289
681	0.3145933046
682	0.3143832867
683	0.3141526442
684	0.3141000769
685	0.3138729766
686	0.3136610094
687	0.3135748853
688	0.3134719094
689	0.3133365086
690	0.3132792462
691	0.3132456056
692	0.3131411207
693	0.3130837744
694	0.3130136846
695	0.3129970634
696	0.3127586868
697	0.3126368261
698	0.3125233493
699	0.3124066866
700	0.31227749
701	0.3122026632
702	0.3120937557
703	0.311945234
704	0.3117365785
705	0.3115356152
706	0.3114210066
707	0.3113978878
708	0.3112155369
709	0.311127212
710	0.3111067342
711	0.3109525953
712	0.3108548804
713	0.3107631809
714	0.3107495151
715	0.310656579
716	0.3105708321
717	0.3103854001
718	0.310196384
719	0.3100829491
720	0.3099285377
721	0.3097410307
722	0.3095906226
723	0.3094624739
724	0.3092852372
725	0.3092656607
726	0.3091008113
727	0.3090165316
728	0.308866941
729	0.3087897248
730	0.3086545336
731	0.3085460453
732	0.3083877563
733	0.3082911313
734	0.3082095974
735	0.3081295726
736	0.3080446642
737	0.3079676576
738	0.3078881777
739	0.3077696496
740	0.3077233283
741	0.3075449598
742	0.3074224283
743	0.3072909261
744	0.3071624001
745	0.3069884122
746	0.3069079472
747	0.3067459484
748	0.3066357623
749	0.3065907615
750	0.3065746852
751	0.3065143418
752	0.3064371465
753	0.3063273377
754	0.3063025422
755	0.3062689855
756	0.306190868
757	0.306097366
758	0.3059819819
759	0.3058991485
760	0.3058730744
761	0.3056474832
762	0.3055336921
763	0.3053854638
764	0.3052854224
765	0.3051477789
766	0.3050797221
767	0.3050186451
768	0.3049611521
769	0.3048384321
770	0.3047994677
771	0.3046492901
772	0.3045488085
773	0.3044755118
774	0.3043639214
775	0.3042562715
776	0.3041518075
777	0.3040246859
778	0.303871029
779	0.3037517673
780	0.3036491478
781	0.3035418751
782	0.3033853468
783	0.30323322
784	0.3030585823
785	0.3029467824
786	0.3028138548
787	0.3027738005
788	0.3026786637
789	0.30254582
790	0.3024753319
791	0.3024326786
792	0.3023350684
793	0.3022288647
794	0.3021495106
795	0.3020830469
796	0.3020667401
797	0.3019966084
798	0.3018883087
799	0.3018090384
800	0.3017326606
801	0.3015720661
802	0.3014772017
803	0.3013296651
804	0.3012073433
805	0.3010958996
806	0.3009384071
807	0.3008985415
808	0.3007833041
809	0.3007335872
810	0.3005994021
811	0.3005153111
812	0.3004290612
813	0.3003390595
814	0.3002133003
815	0.3001122737
816	0.3000030518
817	0.2998977493
818	0.2997789488
819	0.2996011252
820	0.2994796627
821	0.2992901435
822	0.29919901
823	0.2990972079
824	0.2989798326
825	0.2988888458
826	0.2987312065
827	0.2985897693
828	0.2984845926
829	0.2983459221
830	0.2982699216
831	0.2982316489
832	0.2979816814
833	0.2979330755
834	0.2978595063
835	0.2977581653
836	0.2976470151
837	0.2975721883
838	0.2974663619
839	0.2973640777
840	0.2973160167
841	0.2971512721
842	0.297129411
843	0.2970419244
844	0.2967849773
845	0.2967448601
846	0.2966848939
847	0.2965311113
848	0.2963978275
849	0.2962705591
850	0.2961753594
851	0.2960592626
852	0.2960121658
853	0.2959487831
854	0.2959362491
855	0.2958892571
856	0.2958601438
857	0.295817742
858	0.2957457658
859	0.2956062359
860	0.2955056914
861	0.2954122942
862	0.2953565828
863	0.2952306978
864	0.2950064481
865	0.2948657654
866	0.2946759318
867	0.2945780492
868	0.2944092803
869	0.2943274529
870	0.2942722027
871	0.2942601717
872	0.2942425654
873	0.294056819
874	0.2940199716
875	0.2939788693
876	0.2938550593
877	0.2937133496
878	0.2936194912
879	0.2933936905
880	0.2933135399
881	0.2932125133
882	0.2931928739
883	0.2930258657
884	0.2930049687
885	0.2929376455
886	0.2928382119
887	0.2927533663
888	0.292633371
889	0.2925771357
890	0.2924328479
891	0.2923531585
892	0.2921230819
893	0.2920431619
894	0.2919846629
895	0.2917959611
896	0.2916702019
897	0.2915688819
898	0.2913287236
899	0.2911753392
900	0.2910240928
901	0.2908977676
902	0.2908336933
903	0.2907888182
904	0.2907472548
905	0.2907040774
906	0.2905974755
907	0.2905153757
908	0.2903830141
909	0.2902527694
910	0.290149018
911	0.2899858244
912	0.2898990086
913	0.2897983174
914	0.2897508223
915	0.2897306589
916	0.2896229671
917	0.2894450596
918	0.2892375569
919	0.2891378508
920	0.2890477442
921	0.2889710311
922	0.2888806521
923	0.2887321304
924	0.2886930612
925	0.2886055118
926	0.2884932927
927	0.2883574727
928	0.2882614555
929	0.2881383162
930	0.2879653553
931	0.2878179865
932	0.2877377521
933	0.2876923739
934	0.2874705136
935	0.2873506441
936	0.2871358054
937	0.2871242984
938	0.2869991051
939	0.286909837
940	0.2867756519
941	0.2867288694
942	0.2866778112
943	0.2865665142
944	0.2864402519
945	0.2862916884
946	0.2862363333
947	0.2861319951
948	0.2860314505
949	0.2859549889
950	0.2858353709
951	0.2857269455
952	0.2856053363
953	0.2855583023
954	0.2855012915
955	0.2854578626
956	0.2853844192
957	0.2853115208
958	0.2852031582
959	0.2851008321
960	0.2849376595
961	0.2848236168
962	0.2846453321
963	0.2846228631
964	0.2845647414
965	0.2844509502
966	0.2843289009
967	0.2842534872
968	0.2842129508
969	0.2840909015
970	0.2840382083
971	0.283974134
972	0.2839121137
973	0.2837917831
974	0.2836265983
975	0.2835128281
976	0.2833867754
977	0.2832593813
978	0.283184345
979	0.2830902351
980	0.2830144442
981	0.2829374376
982	0.2829209632
983	0.2828468071
984	0.2827743279
985	0.2827092684
986	0.2825364962
987	0.2824506236
988	0.2824346521
989	0.28236997
990	0.2823289305
991	0.2821456574
992	0.2820423881
993	0.2820040944
994	0.281876847
995	0.2818621332
996	0.2817706014
997	0.2817450722
998	0.2816983736
999	0.281645429
